ArtistId,Name,Album,Artist,ReleasedDate,AddedAt,DurationMS,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo
6TRHBkv8BBumCvAekctZiJ,The End,Newcomer,Llorca,2001,2020-10-27T22:38:19Z,445600,0,0.0602,0.829,0.508,0.763,0.137,-9.11,0.049,94.073
4tNxq9NGKTKaX8OkZBLgf0,Morse,Carboot Soul,Nightmares On Wax,1999-04-12,2020-10-27T22:38:19Z,381173,43,0.246,0.675,0.496,0.888,0.155,-14.236,0.0622,80.958
1lc8mnyGrCLtPhCoWjRxjM,Crave You,Down to Earth,Flight Facilities,2014-10-24,2020-10-27T22:38:19Z,234776,0,0.109,0.921,0.477,0.0,0.0793,-8.962,0.0828,120.044
2mknvtcck8i82nKxDPDibv,Family Affair (feat. Leon Huff),MFSB,MFSB,1973-03-01,2020-10-27T22:38:19Z,261533,0,0.192,0.749,0.723,0.897,0.0734,-8.447,0.037,120.908
6avpsZzjS5Yy9daHLBCYmn,Goove On,Twelve Inch Classics from the 70s Volume 1,Little Beaver,2010-12-14,2020-10-27T22:38:19Z,362083,0,0.1,0.744,0.854,3.61e-06,0.118,-7.007,0.0391,96.271
3E4UsjXgFv2GdwshMkkJze,Cost of Love,Riviera,Kartell,2012-05-21,2020-10-27T22:38:19Z,286594,40,0.123,0.839,0.422,0.815,0.0658,-9.97,0.0853,97.201
5vfEaoOBcK0Lzr07WN8KaK,S/ash,Romance,Darius,2014-02-24,2020-10-27T22:38:19Z,260186,50,0.0325,0.711,0.704,0.845,0.0934,-7.793,0.0653,107.032
1xpjdGNm3ipMNPZ9eRwH14,Sallot Ski,"Diskotopia, Vol. 1",Greeen Linez,2012-01-30,2020-10-27T22:38:19Z,238683,12,0.000831,0.543,0.773,0.795,0.548,-5.668,0.0343,105.049
14uVJsPC4DByeuD0cq36ez,Love Is Real,Sincere - Single,Moods,2015-02-09,2020-10-27T22:38:19Z,202213,0,0.0529,0.761,0.643,0.102,0.0887,-8.078,0.142,93.991
75cW8FFekyCjj0mfZM1Gfb,Finesse (Hey Baby),Pleasure Palette,Flamingosis,2016-06-10,2020-10-27T22:38:19Z,162613,0,0.000547,0.519,0.76,0.0117,0.141,-10.088,0.097,175.991
3E4UsjXgFv2GdwshMkkJze,Pantera,Riviera,Kartell,2012-05-21,2020-10-27T22:38:19Z,247455,44,0.046,0.825,0.59,0.0745,0.0734,-7.401,0.236,93.762
6xmvWip8eqRc5jqv2bHg9j,Don't Matter,Don't Matter,Cherokee,2013-11-11,2020-10-27T22:38:19Z,308256,53,0.468,0.885,0.518,0.00165,0.0999,-9.249,0.0887,108.993
15zxwAfOdT7WmQeFWPJtKi,BDKMV (B*tch Don't Kill My Vibe),The Wrap Up,Sly5thAve,2013-12-20,2020-10-27T22:38:19Z,191440,0,0.977,0.579,0.124,0.895,0.108,-14.364,0.0364,126.884
5AvLnm1vuvAOeNJYAzKH8f,The One,Bruck Out/The One,Jon Phonics,2011-05-17,2020-10-27T22:38:19Z,174803,0,0.000391,0.607,0.667,0.416,0.133,-6.697,0.0986,86.358
4tZwfgrHOc3mvqYlEYSvVi,Beyond,Random Access Memories,Daft Punk,2013-05-17,2020-10-27T22:38:19Z,290240,57,0.367,0.716,0.648,0.485,0.368,-11.33,0.0337,104.022
1cS5EoXVqz7aON00AkVBBA,Anthem,Times,DAVID AUGUST,2013-04-19,2020-10-27T22:38:19Z,282486,25,0.152,0.709,0.381,0.725,0.108,-10.599,0.031,108.988
1cS5EoXVqz7aON00AkVBBA,Hommage,Times,DAVID AUGUST,2013-04-19,2020-10-27T22:38:19Z,232772,42,0.307,0.602,0.332,0.886,0.252,-12.441,0.0943,95.0
7pXu47GoqSYRajmBCjxdD6,It Gets Funkier Ⅱ,Vollmilch,Vulfpeck,2012-12-20,2020-10-27T22:38:19Z,311736,32,0.403,0.783,0.549,0.874,0.327,-10.453,0.276,152.578
5xKsyOnA918Jvy4FyqOPMm,Bikeride (Late night),By Nights,Yogisoul,2016-06-17,2020-10-27T22:38:19Z,76346,0,0.314,0.627,0.641,0.874,0.16,-7.449,0.13,79.994
6C3Q1d8QOpgYuRdsTmSoVm,Your Life,"Future Disco, Vol. 8 - Nighttime Networks",Andras,2015-04-20,2020-10-27T22:38:19Z,360420,37,0.0165,0.752,0.457,0.608,0.107,-12.954,0.067,118.987
5J81VungUjSVHxlPpTI9KG,Windowpane,Timeline,Mild High Club,2015-09-18,2020-10-27T22:38:19Z,237300,0,1.01e-05,0.507,0.723,0.0478,0.132,-8.164,0.0239,88.996
2aE6UqkdSKchA6BgQXEwkj,At Last,Relation / Temptation,Persona La Ave,2014-09-02,2020-10-27T22:38:19Z,179459,0,0.0344,0.688,0.824,0.497,0.311,-5.874,0.0571,111.001
7gsslWrdzzkV3jf7cAws95,Stutter,Good Future,EMEFE,2012-07-06,2020-10-27T22:38:19Z,171053,35,0.872,0.497,0.169,0.695,0.137,-10.468,0.0954,86.6
6tUJpYN2aYiXbzAcg0pIOo,No Other Way,N.O.W,Sinéad Harnett,2014-01-01,2020-10-27T22:38:19Z,199947,50,0.211,0.763,0.523,0.0,0.178,-8.482,0.0929,90.9
1O3ZOjqFLEnbpZexcRjocn,Ghostwriter,Deadringer: Deluxe,RJD2,2002,2020-10-27T22:38:19Z,317933,61,0.0107,0.747,0.68,0.803,0.0964,-6.187,0.0346,93.804
2DLlb2Se6eF0mMTYffyAcn,Welcome 2 Berlin,Snapshots from Berlin,IAMNOBODI,2014-04-14,2020-10-27T22:38:19Z,176617,17,0.0339,0.896,0.218,0.629,0.11,-9.953,0.186,89.946
6e7BQ0gM6o8ecMXRZkXxlZ,Summer Maddness S.A.,Alone Together,Karriem Riggins,2012-10-22,2020-10-27T22:38:19Z,125026,0,0.196,0.677,0.649,0.0,0.163,-9.735,0.345,89.661
3BeQqzKdlARoOd6y30kCO2,A Little Soul,Petestrumentals - 10th Anniversary Expanded & Limited Edition,Pete Rock,2001,2020-10-27T22:38:19Z,341200,0,0.00978,0.724,0.616,0.887,0.288,-7.782,0.08,181.543
3I2596dGk4K3e4qKjwpzQb,Lost Tonight,Lost Tonight,Saje,2014-11-27,2020-10-27T22:38:19Z,198912,56,0.692,0.538,0.268,0.0406,0.089,-10.783,0.082,79.681
3qwxSif06Qwzykdln8ZGfG,Que Sera,Tales of the Forgotten Melodies,Wax Tailor,2005-02-22,2020-10-27T22:38:19Z,164093,0,0.273,0.714,0.721,0.24,0.174,-5.049,0.0805,82.925
4DbVGBurfbrdLW2ZwfwdmP,Everybody Loves The Sunshine,Rising Son,Takuya Kuroda,2014-01-01,2020-10-27T22:38:19Z,565502,52,0.037,0.822,0.319,0.269,0.093,-11.237,0.0567,82.995
0L8ExT028jH3ddEcZwqJJ5,Hey,Stadium Arcadium,Red Hot Chili Peppers,2006-05-09,2020-10-27T22:38:19Z,339533,55,0.309,0.815,0.577,1.02e-05,0.101,-6.253,0.0369,122.61
23ymPLjbtAMzTJS2qRtQ8Z,La ritournelle,Politics,Sébastien Tellier,2004-01-01,2020-10-27T22:38:19Z,454480,57,0.00405,0.558,0.723,0.501,0.0863,-11.214,0.0312,102.833
484sZUYmnRXN84zmk3GY1n,Sure Thing,Tourist (Remastered),St Germain,2000,2020-10-27T22:38:19Z,380497,59,0.501,0.772,0.451,0.7,0.213,-12.242,0.0551,96.086
43JlwunhXm1oqdKyOa2Z9Y,Molasses,Choose Your Weapon,Hiatus Kaiyote,2015-05-01,2020-10-27T22:38:19Z,289480,51,0.185,0.554,0.443,1.92e-05,0.16,-7.461,0.211,83.892
4tZwfgrHOc3mvqYlEYSvVi,High Life,Discovery,Daft Punk,2001-03-12,2020-10-27T22:38:19Z,201800,56,0.00435,0.653,0.869,0.413,0.334,-9.393,0.217,125.207
3m7Ej9zfNto7JOsjKsYhEr,Crazy Race,Distractions,The RH Factor,2006-01-01,2020-10-27T22:38:19Z,143280,29,0.336,0.759,0.38,5.32e-06,0.117,-12.283,0.146,101.219
6Yae9Ia1nq6JLLojBzwN1r,"Cheer Up, My Brother",Sunday,HNNY,2015-07-03,2020-10-27T22:38:19Z,305776,0,0.12,0.761,0.264,0.233,0.0996,-14.762,0.047,107.993
1nw8iwDkSSHqn8S343ODcp,"Pipornithology, Pt. II",Big Sun,Chassol,2015-03-09,2020-10-27T22:38:19Z,148160,40,0.822,0.607,0.516,0.771,0.0847,-10.812,0.0918,111.252
4zqGnrLQQuyPxjDmUufKsT,Feel Like Making Love,"Beach Diggin', Vol. 3",Gene Lawrence,2015-07-10,2020-10-27T22:38:19Z,210034,45,0.816,0.736,0.663,0.22,0.108,-9.707,0.0892,102.172
4TIrC99WSg0tOtBCGDjMRY,Stairway to the USSR - Remastered,Blueberry Hill (Remastered),Boogie Belgique,2015-12-11,2020-10-27T22:38:19Z,166981,19,0.0687,0.739,0.573,0.869,0.187,-8.461,0.0376,92.04
3utZ2yeQk0Z3BCOBWP7Vlu,Easy,Raop +5,CRO,2013-07-05,2020-10-27T22:38:19Z,173280,28,0.0877,0.827,0.594,0.0,0.116,-6.533,0.0343,95.551
65dGLGjkw3UbddUg2GKQoZ,In Your Eyes (feat. Charlotte Day Wilson),IV,BADBADNOTGOOD,2016-07-08,2020-10-27T22:38:19Z,247054,0,0.49,0.404,0.529,0.000649,0.109,-5.986,0.0309,79.683
5vfEaoOBcK0Lzr07WN8KaK,Maliblue,Velour,Darius,2012-03-16,2020-10-27T22:38:19Z,259082,0,0.521,0.732,0.541,0.0622,0.21,-10.709,0.261,101.022
75cW8FFekyCjj0mfZM1Gfb,Groovin',Kahunastyle,Flamingosis,2016-02-16,2020-10-27T22:38:19Z,213559,0,0.000699,0.707,0.886,0.396,0.117,-3.432,0.0603,117.976
2FwDTncULUnmANIh7qKa5z,Instant Need,Time for a Change,FKJ,2013-07-08,2020-10-27T22:38:19Z,270405,59,0.21,0.771,0.488,0.0431,0.0727,-7.978,0.047,91.031
7weasepyYl12fdM1rwxP4U,Pretty Girl with a Crooked Smile,Rock & Squash Techniques,Dj T-Rock & Squashy Nice,2005-11-10,2020-10-27T22:38:19Z,152666,27,0.0515,0.811,0.57,0.000208,0.364,-8.847,0.0451,92.987
3AA28KZvwAUcZuOKwyblJQ,Dirty Harry,Demon Days,Gorillaz,2005-05-23,2020-10-27T22:38:19Z,230426,72,0.0315,0.625,0.877,0.0811,0.672,-7.176,0.162,192.296
3AA28KZvwAUcZuOKwyblJQ,19-2000,Gorillaz,Gorillaz,2001-03-26,2020-10-27T22:38:19Z,210880,64,0.177,0.815,0.72,7.31e-06,0.16,-7.311,0.0536,89.914
3AA28KZvwAUcZuOKwyblJQ,On Melancholy Hill,Plastic Beach,Gorillaz,2010-03-03,2020-10-27T22:38:19Z,233866,78,1.51e-05,0.689,0.739,0.509,0.064,-5.81,0.026,120.423
6IjhOxJSTPh15KgFTSZ68K,I Like It (I Wanna Be Where You Are),2000,Grand Puba,1995,2020-10-27T22:38:19Z,263533,0,0.0611,0.865,0.641,0.000107,0.218,-6.652,0.162,95.307
5mMkUZv8uUrlH0SHX89BeS,Forever My Love,Hip Hop After All (Deluxe Edition),Guts,2015-04-13,2020-10-27T22:38:19Z,256995,11,0.794,0.837,0.694,0.000389,0.129,-6.89,0.137,85.024
4V8LLVI7PbaPR0K2TGSxFF,Sometimes...,Flower Boy,"Tyler, The Creator",2017-07-21,2020-10-27T22:38:19Z,36160,59,0.959,0.552,0.415,0.000239,0.164,-11.996,0.0451,72.862
4tZwfgrHOc3mvqYlEYSvVi,Nightvision,Discovery,Daft Punk,2001-03-12,2020-10-27T22:38:19Z,104466,55,0.845,0.491,0.186,0.916,0.109,-29.512,0.0321,119.883
3jK9MiCrA42lLAdMGUZpwa,Am I Wrong (feat. ScHoolboy Q),Malibu,Anderson .Paak,2016-01-15,2020-10-27T22:38:19Z,253520,56,0.0588,0.729,0.799,0.00218,0.0948,-7.378,0.0779,115.04
6nS5roXSAGhTGr34W6n7Et,Nocturnal,Caracal,Disclosure,2015-09-25,2020-10-27T22:38:19Z,404511,0,0.0208,0.682,0.682,0.000145,0.126,-6.366,0.0369,102.999
31UKSWpSUyiReoTEb39vHb,Last Chance to Dance,Last Chance to Dance,Ekkah,2014-11-17,2020-10-27T22:38:19Z,222573,0,0.29,0.857,0.484,3.04e-06,0.112,-6.232,0.148,107.434
5XenQ7XfcvQdfIbpLEFaKQ,Fall in Love (feat. Ciscero),Fall in Love (feat. Ciscero),GoldLink,2016-08-26,2020-10-27T22:38:19Z,184571,50,0.058,0.627,0.837,0.000567,0.328,-7.162,0.36,105.105
6qgnBH6iDM91ipVXv28OMu,TRACK UNO,99.9%,KAYTRANADA,2016-05-06,2020-10-27T22:38:19Z,344120,0,0.0126,0.843,0.448,0.000944,0.0826,-10.398,0.316,119.564
6qgnBH6iDM91ipVXv28OMu,YOU'RE THE ONE,99.9%,KAYTRANADA,2016-05-06,2020-10-27T22:38:19Z,227706,0,0.0323,0.824,0.396,0.00289,0.108,-9.663,0.332,118.053
6qgnBH6iDM91ipVXv28OMu,LITE SPOTS,99.9%,KAYTRANADA,2016-05-06,2020-10-27T22:38:19Z,230920,0,0.0342,0.884,0.549,0.0724,0.112,-11.683,0.471,120.462
6qgnBH6iDM91ipVXv28OMu,At All,At All / Hilarity Duff EP,KAYTRANADA,2015-04-17,2020-10-27T22:38:19Z,287248,0,0.0399,0.898,0.471,0.698,0.0694,-10.13,0.519,120.099
4LLpKhyESsyAXpc4laK94U,Dang! (feat. Anderson .Paak),Dang! (feat. Anderson .Paak),Mac Miller,2016-07-28,2020-10-27T22:38:19Z,305350,0,0.00826,0.836,0.67,0.000355,0.0837,-6.907,0.23,107.018
45yEuthJ9yq1rNXAOpBnqM,Nanã,Caravelle,Polo & Pan,2017-05-19,2020-10-27T22:38:19Z,190826,0,0.203,0.686,0.724,0.0343,0.217,-6.441,0.0329,94.031
0iui2Be5CP8EWxvHYsVspL,Fantasy (feat. Ruckazoid),By Your Side,Breakbot,2012-09-14,2020-10-27T22:38:19Z,196387,0,0.127,0.906,0.657,0.000336,0.0775,-2.557,0.0722,124.998
0iui2Be5CP8EWxvHYsVspL,Arrested,Still Waters,Breakbot,2016-02-05,2020-10-27T22:38:19Z,223893,0,0.41,0.806,0.542,1.19e-06,0.226,-5.009,0.0558,102.994
7pXu47GoqSYRajmBCjxdD6,Christmas in L.A. (feat. David T. Walker),Christmas in L.A. (feat. David T. Walker),Vulfpeck,2014-12-02,2020-10-27T22:38:19Z,183925,0,0.331,0.711,0.669,0.0052,0.364,-7.233,0.0687,91.189
7pXu47GoqSYRajmBCjxdD6,1612,Fugue State,Vulfpeck,2014-08-26,2020-10-27T22:38:19Z,199639,60,0.177,0.678,0.392,0.0045,0.0839,-11.328,0.274,171.274
7pXu47GoqSYRajmBCjxdD6,Back Pocket,Thrill of the Arts,Vulfpeck,2015-10-09,2020-10-27T22:38:19Z,181259,65,0.478,0.839,0.585,0.00281,0.0435,-7.738,0.153,89.821
2mV8aJphiSHYJf43DxL7Gt,Old 45's,White Women,Chromeo,2014-05-12,2020-10-27T22:38:19Z,227906,43,0.164,0.817,0.654,0.00194,0.21,-6.786,0.193,95.984
2mV8aJphiSHYJf43DxL7Gt,Fall Back 2U,White Women,Chromeo,2014-05-12,2020-10-27T22:38:19Z,350413,30,0.293,0.792,0.807,0.0595,0.0663,-5.56,0.0584,120.929
0CCqHvxGgfjJzwzQzmPlEr,Do It,Tuxedo,Tuxedo,2015-03-02,2020-10-27T22:38:19Z,258502,0,0.0642,0.818,0.858,0.256,0.256,-4.219,0.0398,119.605
6J7biCazzYhU3gM9j1wfid,You Give Me Something,A Funk Odyssey,Jamiroquai,2001-09-03,2020-10-27T22:38:19Z,199600,0,0.0265,0.639,0.69,0.000551,0.146,-10.047,0.264,119.63
2mV8aJphiSHYJf43DxL7Gt,Over Your Shoulder,White Women,Chromeo,2014-05-12,2020-10-27T22:38:19Z,272146,37,0.322,0.784,0.653,0.00028,0.163,-6.338,0.0404,114.002
5EGOerlVYxwqxaTLEWumBR,All in You (feat. Anna Kova),All In You (feat. Anna Kova),Synapson,2015-05-18,2020-10-27T22:38:19Z,257971,30,0.0615,0.741,0.693,0.0,0.115,-5.278,0.105,110.936
2mV8aJphiSHYJf43DxL7Gt,Needy Girl - Original Mix,Destination Overdrive,Chromeo,2003-11-01,2020-10-27T22:38:19Z,257000,30,0.0114,0.805,0.904,0.398,0.0915,-4.521,0.0479,121.992
0Z5pcmXDCKTrFWLnDChC37,Real Slow,All Possible Futures,Miami Horror,2015-04-07,2020-10-27T22:38:19Z,286733,0,0.114,0.619,0.836,0.0133,0.241,-5.054,0.0272,106.997
4PwlsrN0t5mLN0C827cbEU,Sonate pacifique,Sonate pacifique - EP,L'Impératrice,2014-09-16,2020-10-27T22:38:19Z,348944,0,0.627,0.557,0.534,0.0192,0.425,-8.863,0.0328,99.99
4PwlsrN0t5mLN0C827cbEU,Sultans des îles,Séquences,L'Impératrice,2017-06-16,2020-10-27T22:38:19Z,239581,35,0.496,0.742,0.711,0.256,0.219,-9.61,0.052,113.959
4QKCLctI55X6NGgv4tSirT,Je danse le mia,Republica,Bengale,2017-04-28,2020-10-27T22:38:19Z,213821,32,0.116,0.809,0.66,3.78e-05,0.209,-5.63,0.0553,95.0
0NDElNqwGRCmsYIQFapp6K,Go With It (feat. Chromeo),Full Circle,Oliver,2017-08-25,2020-10-27T22:38:19Z,232573,0,0.226,0.771,0.759,0.0252,0.0833,-5.581,0.0471,101.995
3fMbdgg4jU18AjLCKBhRSm,Rock With You,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,1995-06-16,2020-10-27T22:38:19Z,220040,60,0.0794,0.793,0.741,0.00029,0.116,-6.494,0.0393,114.489
7GaxyUddsPok8BuhxN6OUW,Papa's Got A Brand New Bag - Pt. 1,Get On Up - The James Brown Story (Original Motion Picture Soundtrack),James Brown,2014-07-25,2020-10-27T22:38:19Z,127306,0,0.564,0.774,0.718,0.0252,0.111,-8.94,0.0917,129.423
0gxyHStUsqpMadRV0Di1Qt,Never Gonna Give You Up,Party Starters!,Rick Astley,2013-11-11,2020-10-27T22:38:19Z,212906,0,0.0964,0.73,0.984,3.59e-06,0.0841,-5.788,0.0418,113.343
1ZpPJRe9erwiWi548SKVyn,Do It,Twelve Inch Classics from the 70s Volume 1,Dr. Lonnie Smith,2010-12-14,2020-10-27T22:38:19Z,355172,0,0.0103,0.733,0.852,0.758,0.0618,-10.146,0.0458,130.919
7GaxyUddsPok8BuhxN6OUW,Static - Pts. 1 & 2,I'm Real (Expanded),James Brown,2015-12-18,2020-10-27T22:38:19Z,292946,20,0.00375,0.86,0.804,0.302,0.4,-8.449,0.146,109.055
5I0EPnV9gwrZYTbScjnaOk,Estrelar,Marcos Valle,Marcos Valle,1983-01-01,2020-10-27T22:38:19Z,313493,55,0.538,0.879,0.495,0.000333,0.0827,-10.584,0.0765,102.652
25TKXk9zo9yk0HMJQ3TuE9,The Breaks,The Best Of Kurtis Blow,Kurtis Blow,1994-01-01,2020-10-27T22:38:19Z,469266,0,0.122,0.818,0.67,0.00156,0.31,-13.912,0.0757,112.704
2yrbLiuBmc9j81lTX3XUuI,Blame It on the Boogie,The Essential Michael Jackson,The Jacksons,2005-07-19,2020-10-27T22:38:19Z,210533,0,0.0784,0.771,0.786,0.0,0.122,-6.299,0.0904,113.281
0VX4MyYhvKRtU1AZUVGLUZ,Babylon,My Fairy Tales,Nneka,2014,2020-10-27T22:38:19Z,273004,24,0.000961,0.817,0.873,0.0838,0.324,-4.997,0.0638,113.128
5FX9U5mxQwpO3TXF0OGadm,Intentions,Sounds Of Crenshaw Vol. 1,Terrace Martin Presents The Pollyseeds,2017-07-14,2020-10-27T22:38:19Z,239851,0,0.112,0.776,0.417,0.462,0.133,-12.947,0.0495,103.0
0tCMgjr8y7UKNmE3B1Uwbl,Not This Time,The Night Is Young,The 2 Bears,2014-10-12,2020-10-27T22:38:19Z,254360,36,0.0274,0.721,0.612,0.000315,0.211,-7.082,0.0615,115.055
0du5cEVh5yTK9QJze8zA0C,Chunky,24K Magic,Bruno Mars,2016-11-17,2020-10-27T22:38:19Z,186973,70,0.0208,0.571,0.539,0.0,0.125,-4.446,0.116,202.103
7CajNmpbOovFoOoasH2HaY,Rollin (feat. Future & Khalid),Funk Wav Bounces Vol.1,Calvin Harris,2017-06-30,2020-10-27T22:38:19Z,272653,63,0.446,0.753,0.76,3.13e-05,0.182,-4.518,0.0859,91.953
7CajNmpbOovFoOoasH2HaY,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)","Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",Calvin Harris,2017-03-31,2020-10-27T22:38:19Z,229640,47,0.362,0.786,0.735,0.0,0.176,-4.502,0.0495,110.124
7CajNmpbOovFoOoasH2HaY,Slide (feat. Frank Ocean & Migos),Slide (feat. Frank Ocean & Migos),Calvin Harris,2017-02-24,2020-10-27T22:38:19Z,230813,72,0.498,0.736,0.795,1.21e-06,0.254,-3.299,0.0545,104.066
4tZwfgrHOc3mvqYlEYSvVi,Indo Silver Club,Homework,Daft Punk,1997-01-17,2020-10-27T22:38:19Z,274733,42,0.0888,0.886,0.847,0.937,0.087,-8.296,0.1,126.163
3TVXtAsR1Inumwj472S9r4,Controlla,Views,Drake,2016-05-06,2020-10-27T22:38:19Z,245226,0,0.0773,0.607,0.476,0.0,0.113,-11.076,0.249,122.976
2Rc3Tb5XUPF1YlnQwuPgjg,Coolo,Leche,Illya Kuryaki & The Valderramas,1999-01-01,2020-10-27T22:38:19Z,247120,0,0.284,0.766,0.946,0.0,0.0621,-3.998,0.088,104.316
6J7biCazzYhU3gM9j1wfid,Little L,A Funk Odyssey,Jamiroquai,2001-09-03,2020-10-27T22:38:19Z,295400,0,0.168,0.878,0.724,0.0116,0.133,-5.373,0.129,121.906
1G9G7WwrXka3Z1r7aIDjI7,Roses,Speakerboxxx/The Love Below,Outkast,2003,2020-10-27T22:38:19Z,369573,72,0.0482,0.751,0.708,1.85e-05,0.107,-5.653,0.0545,108.97
2RdwBSPQiwcmiDo9kixcl8,Gust of Wind,G I R L,Pharrell Williams,2014-03-03,2020-10-27T22:38:19Z,285626,0,0.101,0.751,0.732,4.46e-05,0.119,-7.616,0.0517,100.02
7hJcb9fa4alzcOq3EaNPoG,So Many Pros,BUSH,Snoop Dogg,2015-05-06,2020-10-27T22:38:19Z,246520,34,0.0847,0.816,0.475,1.08e-06,0.103,-7.826,0.0545,116.999
1Xyo4u8uXC1ZmMpatF05PJ,Rockin’,Starboy,The Weeknd,2016-11-25,2020-10-27T22:38:19Z,232880,0,0.0123,0.737,0.881,0.0,0.0806,-5.567,0.227,112.992
1Xyo4u8uXC1ZmMpatF05PJ,Secrets,Starboy,The Weeknd,2016-11-25,2020-10-27T22:38:19Z,265600,0,0.0142,0.662,0.783,1.45e-05,0.27,-5.759,0.0503,109.952
50Lr1puweM1hFsF1LpIZLM,"Hello, Empty Room",WhoMadeWho,WhoMadeWho,2005-09-12,2020-10-27T22:38:19Z,250053,0,0.0799,0.809,0.495,0.00885,0.188,-7.382,0.0473,121.01
50Lr1puweM1hFsF1LpIZLM,Keep Me in My Plane,The Plot,WhoMadeWho,2009-06-30,2020-10-27T22:38:19Z,228266,0,0.397,0.829,0.482,0.0296,0.0732,-9.486,0.0374,105.015
1qcU8NabUQ5efQf8UGW6CV,Burning,Dreams,The Whitest Boy Alive,2006-09-04,2020-10-27T22:38:19Z,191173,0,0.671,0.721,0.758,0.891,0.133,-7.536,0.0372,150.825
536BYVgOnRky0xjsPT96zl,What You Know,Tourist History,Two Door Cinema Club,2010-04-27,2020-10-27T22:38:19Z,191426,62,0.000741,0.549,0.755,6.06e-06,0.0786,-3.991,0.0403,139.034
4gwpcMTbLWtBUlOijbVpuu,Kangaroo Court,In A Tidal Wave Of Mystery (Deluxe Edition),Capital Cities,2013,2020-10-27T22:38:19Z,223186,0,0.00717,0.767,0.575,0.000678,0.0304,-5.087,0.0364,99.988
4foARo5aSfuIuDLupoxK4k,Fa-Fa-Fa,Datarock Datarock,Datarock,2007-03-19,2020-10-27T22:38:19Z,306733,0,0.00776,0.713,0.902,0.0018,0.0515,-4.937,0.0427,134.884
67hb7towEyKvt5Z8Bx306c,Walking On A Dream,Walking On A Dream (Special Edition),Empire of the Sun,2009-01-01,2020-10-27T22:38:19Z,198440,57,0.245,0.87,0.699,6.76e-06,0.0588,-5.541,0.0459,126.967
37uLId6Z5ZXCx19vuruvv5,Ready For The Floor,Made In The Dark,Hot Chip,2008-01-22,2020-10-27T22:38:19Z,234240,0,0.00903,0.764,0.759,0.0,0.0746,-5.443,0.0413,128.999
1GLtl8uqKmnyCWxHmw9tL4,Westside,Listen,The Kooks,2014-01-01,2020-10-27T22:38:19Z,210193,0,0.267,0.772,0.659,1.05e-05,0.107,-4.998,0.0332,112.01
54QMjE4toDfiCryzYWCpXX,Reservoir,Love Letters,Metronomy,2013-12-30,2020-10-27T22:38:19Z,194733,0,0.361,0.739,0.456,0.385,0.103,-8.547,0.0342,147.96
3oKRxpszQKUjjaHz388fVA,Older,Older,Parcels,2016-11-25,2020-10-27T22:38:19Z,207192,0,0.366,0.746,0.765,0.00156,0.0799,-5.487,0.054,154.971
6u11Qbko2N2hP4lTBYjX86,Young Folks,Electracoustic (Electronic Acoustic),Peter Bjorn and John,2007,2020-10-27T22:38:19Z,281120,0,0.0163,0.698,0.746,0.000803,0.116,-7.986,0.0382,138.137
1xU878Z1QtBldR7ru9owdU,Lisztomania,Wolfgang Amadeus Phoenix,Phoenix,2009,2020-10-27T22:38:19Z,241546,65,0.0349,0.635,0.786,0.00767,0.497,-6.46,0.0377,97.54
0dRPyk7hiV4FJxSG1VHf2L,Everlasting,Rising up,Polock,2014-07-01,2020-10-27T22:38:19Z,185477,0,0.00439,0.646,0.833,0.00111,0.108,-5.721,0.0316,112.0
3jK9MiCrA42lLAdMGUZpwa,Parking Lot,Malibu,Anderson .Paak,2016-01-15,2020-10-27T22:38:19Z,234333,50,0.0128,0.639,0.907,0.328,0.704,-7.85,0.0409,97.019
2YZyLoL8N0Wb9xBt1NhZWg,Hol' Up,Section.80,Kendrick Lamar,2011-07-02,2020-10-27T22:38:19Z,173158,0,0.781,0.607,0.869,0.0,0.137,-5.271,0.345,155.983
2h93pZq0e7k5yf4dywlkpM,Thinkin Bout You,channel ORANGE (Explicit Version),Frank Ocean,2012-07-10,2020-10-27T22:38:19Z,200746,2,0.409,0.721,0.339,0.00153,0.0973,-11.195,0.0532,129.83
2h93pZq0e7k5yf4dywlkpM,Crack Rock,channel ORANGE (Explicit Version),Frank Ocean,2012-07-10,2020-10-27T22:38:19Z,224146,0,0.0696,0.429,0.736,0.0,0.0852,-8.017,0.222,89.261
2h93pZq0e7k5yf4dywlkpM,Lost,channel ORANGE (Explicit Version),Frank Ocean,2012-07-10,2020-10-27T22:38:19Z,234093,3,0.0272,0.913,0.603,0.000503,0.167,-4.892,0.226,123.061
6PEMFpe3PTOksdV4ZXUpbE,Scared Money,Yes Lawd!,NxWorries,2016-10-21,2020-10-27T22:38:19Z,177146,0,0.473,0.543,0.837,0.0,0.209,-7.415,0.0939,170.265
4frXpPxQQZwbCu3eTGnZEw,Walk On By,Drunk,Thundercat,2017-02-24,2020-10-27T22:38:19Z,199136,62,0.204,0.825,0.302,0.0,0.0762,-11.651,0.282,94.956
1anyVhU62p31KFi8MEzkbf,Summer Friends (feat. Jeremih & Francis & The Lights),Coloring Book,Chance the Rapper,2016-05-27,2020-10-27T22:38:19Z,290316,57,0.675,0.693,0.426,1.03e-05,0.115,-12.476,0.302,144.796
